stim_id,hue,intensity,kind,bg_r,bg_g,bg_b,center_r,center_g,center_b
44,red,0.9,flat,0.5,0.5,0.5,0.9,0.0,0.0
45,red,0.92,flat,0.5,0.5,0.5,0.92,0.0,0.0
46,red,0.9400000000000001,flat,0.5,0.5,0.5,0.9400000000000001,0.0,0.0
47,red,0.96,flat,0.5,0.5,0.5,0.96,0.0,0.0
48,red,0.98,flat,0.5,0.5,0.5,0.98,0.0,0.0
49,red,1.0,flat,0.5,0.5,0.5,1.0,0.0,0.0
50,green,0.02,flat,0.5,0.5,0.5,0.0,0.02,0.0
51,green,0.04,flat,0.5,0.5,0.5,0.0,0.04,0.0
52,green,0.06,flat,0.5,0.5,0.5,0.0,0.06,0.0
53,green,0.08,flat,0.5,0.5,0.5,0.0,0.08,0.0
54,green,0.1,flat,0.5,0.5,0.5,0.0,0.1,0.0
55,green,0.12,flat,0.5,0.5,0.5,0.0,0.12,0.0
56,green,0.14,flat,0.5,0.5,0.5,0.0,0.14,0.0
57,green,0.16,flat,0.5,0.5,0.5,0.0,0.16,0.0
58,green,0.18,flat,0.5,0.5,0.5,0.0,0.18,0.0
59,green,0.2,flat,0.5,0.5,0.5,0.0,0.2,0.0
60,green,0.22,flat,0.5,0.5,0.5,0.0,0.22,0.0
61,green,0.24,flat,0.5,0.5,0.5,0.0,0.24,0.0
62,green,0.26,flat,0.5,0.5,0.5,0.0,0.26,0.0
63,green,0.28,flat,0.5,0.5,0.5,0.0,0.28,0.0
64,green,0.3,flat,0.5,0.5,0.5,0.0,0.3,0.0
65,green,0.32,flat,0.5,0.5,0.5,0.0,0.32,0.0
66,green,0.34,flat,0.5,0.5,0.5,0.0,0.34,0.0
67,green,0.36,flat,0.5,0.5,0.5,0.0,0.36,0.0
68,green,0.38,flat,0.5,0.5,0.5,0.0,0.38,0.0
69,green,0.4,flat,0.5,0.5,0.5,0.0,0.4,0.0
70,green,0.42,flat,0.5,0.5,0.5,0.0,0.42,0.0
71,green,0.44,flat,0.5,0.5,0.5,0.0,0.44,0.0
72,green,0.46,flat,0.5,0.5,0.5,0.0,0.46,0.0
73,green,0.48,flat,0.5,0.5,0.5,0.0,0.48,0.0
74,green,0.5,flat,0.5,0.5,0.5,0.0,0.5,0.0
75,green,0.52,flat,0.5,0.5,0.5,0.0,0.52,0.0
76,green,0.54,flat,0.5,0.5,0.5,0.0,0.54,0.0
77,green,0.56,flat,0.5,0.5,0.5,0.0,0.56,0.0
78,green,0.58,flat,0.5,0.5,0.5,0.0,0.58,0.0
79,green,0.6,flat,0.5,0.5,0.5,0.0,0.6,0.0
80,green,0.62,flat,0.5,0.5,0.5,0.0,0.62,0.0
81,green,0.64,flat,0.5,0.5,0.5,0.0,0.64,0.0
82,green,0.66,flat,0.5,0.5,0.5,0.0,0.66,0.0
83,green,0.68,flat,0.5,0.5,0.5,0.0,0.68,0.0
84,green,0.7000000000000001,flat,0.5,0.5,0.5,0.0,0.7000000000000001,0.0
85,green,0.72,flat,0.5,0.5,0.5,0.0,0.72,0.0
86,green,0.74,flat,0.5,0.5,0.5,0.0,0.74,0.0
87,green,0.76,flat,0.5,0.5,0.5,0.0,0.76,0.0
88,green,0.78,flat,0.5,0.5,0.5,0.0,0.78,0.0
89,green,0.8,flat,0.5,0.5,0.5,0.0,0.8,0.0
90,green,0.8200000000000001,flat,0.5,0.5,0.5,0.0,0.8200000000000001,0.0
91,green,0.84,flat,0.5,0.5,0.5,0.0,0.84,0.0
92,green,0.86,flat,0.5,0.5,0.5,0.0,0.86,0.0
93,green,0.88,flat,0.5,0.5,0.5,0.0,0.88,0.0
94,green,0.9,flat,0.5,0.5,0.5,0.0,0.9,0.0
95,green,0.92,flat,0.5,0.5,0.5,0.0,0.92,0.0
96,green,0.9400000000000001,flat,0.5,0.5,0.5,0.0,0.9400000000000001,0.0
97,green,0.96,flat,0.5,0.5,0.5,0.0,0.96,0.0
98,green,0.98,flat,0.5,0.5,0.5,0.0,0.98,0.0
99,green,1.0,flat,0.5,0.5,0.5,0.0,1.0,0.0
100,blue,0.02,flat,0.5,0.5,0.5,0.0,0.0,0.02
101,blue,0.04,flat,0.5,0.5,0.5,0.0,0.0,0.04
102,blue,0.06,flat,0.5,0.5,0.5,0.0,0.0,0.06
103,blue,0.08,flat,0.5,0.5,0.5,0.0,0.0,0.08
104,blue,0.1,flat,0.5,0.5,0.5,0.0,0.0,0.1
105,blue,0.12,flat,0.5,0.5,0.5,0.0,0.0,0.12
106,blue,0.14,flat,0.5,0.5,0.5,0.0,0.0,0.14
107,blue,0.16,flat,0.5,0.5,0.5,0.0,0.0,0.16
108,blue,0.18,flat,0.5,0.5,0.5,0.0,0.0,0.18
109,blue,0.2,flat,0.5,0.5,0.5,0.0,0.0,0.2
110,blue,0.22,flat,0.5,0.5,0.5,0.0,0.0,0.22
111,blue,0.24,flat,0.5,0.5,0.5,0.0,0.0,0.24
112,blue,0.26,flat,0.5,0.5,0.5,0.0,0.0,0.26
113,blue,0.28,flat,0.5,0.5,0.5,0.0,0.0,0.28
114,blue,0.3,flat,0.5,0.5,0.5,0.0,0.0,0.3
115,blue,0.32,flat,0.5,0.5,0.5,0.0,0.0,0.32
116,blue,0.34,flat,0.5,0.5,0.5,0.0,0.0,0.34
117,blue,0.36,flat,0.5,0.5,0.5,0.0,0.0,0.36
118,blue,0.38,flat,0.5,0.5,0.5,0.0,0.0,0.38
119,blue,0.4,flat,0.5,0.5,0.5,0.0,0.0,0.4
120,blue,0.42,flat,0.5,0.5,0.5,0.0,0.0,0.42
121,blue,0.44,flat,0.5,0.5,0.5,0.0,0.0,0.44
122,blue,0.46,flat,0.5,0.5,0.5,0.0,0.0,0.46
123,blue,0.48,flat,0.5,0.5,0.5,0.0,0.0,0.48
124,blue,0.5,flat,0.5,0.5,0.5,0.0,0.0,0.5
125,blue,0.52,flat,0.5,0.5,0.5,0.0,0.0,0.52
126,blue,0.54,flat,0.5,0.5,0.5,0.0,0.0,0.54
127,blue,0.56,flat,0.5,0.5,0.5,0.0,0.0,0.56
128,blue,0.58,flat,0.5,0.5,0.5,0.0,0.0,0.58
129,blue,0.6,flat,0.5,0.5,0.5,0.0,0.0,0.6
130,blue,0.62,flat,0.5,0.5,0.5,0.0,0.0,0.62
131,blue,0.64,flat,0.5,0.5,0.5,0.0,0.0,0.64
132,blue,0.66,flat,0.5,0.5,0.5,0.0,0.0,0.66
133,blue,0.68,flat,0.5,0.5,0.5,0.0,0.0,0.68
134,blue,0.7000000000000001,flat,0.5,0.5,0.5,0.0,0.0,0.7000000000000001
135,blue,0.72,flat,0.5,0.5,0.5,0.0,0.0,0.72
136,blue,0.74,flat,0.5,0.5,0.5,0.0,0.0,0.74
137,blue,0.76,flat,0.5,0.5,0.5,0.0,0.0,0.76
138,blue,0.78,flat,0.5,0.5,0.5,0.0,0.0,0.78
139,blue,0.8,flat,0.5,0.5,0.5,0.0,0.0,0.8
140,blue,0.8200000000000001,flat,0.5,0.5,0.5,0.0,0.0,0.8200000000000001
141,blue,0.84,flat,0.5,0.5,0.5,0.0,0.0,0.84
142,blue,0.86,flat,0.5,0.5,0.5,0.0,0.0,0.86
143,blue,0.88,flat,0.5,0.5,0.5,0.0,0.0,0.88
144,blue,0.9,flat,0.5,0.5,0.5,0.0,0.0,0.9
145,blue,0.92,flat,0.5,0.5,0.5,0.0,0.0,0.92
146,blue,0.9400000000000001,flat,0.5,0.5,0.5,0.0,0.0,0.9400000000000001
147,blue,0.96,flat,0.5,0.5,0.5,0.0,0.0,0.96
148,blue,0.98,flat,0.5,0.5,0.5,0.0,0.0,0.98
149,blue,1.0,flat,0.5,0.5,0.5,0.0,0.0,1.0
150,yellow,0.01,flat,0.5,0.5,0.5,0.01,0.01,0.0
151,yellow,0.02,flat,0.5,0.5,0.5,0.02,0.02,0.0
152,yellow,0.03,flat,0.5,0.5,0.5,0.03,0.03,0.0
153,yellow,0.04,flat,0.5,0.5,0.5,0.04,0.04,0.0
154,yellow,0.05,flat,0.5,0.5,0.5,0.05,0.05,0.0
155,yellow,0.06,flat,0.5,0.5,0.5,0.06,0.06,0.0
156,yellow,0.07,flat,0.5,0.5,0.5,0.07,0.07,0.0
157,yellow,0.08,flat,0.5,0.5,0.5,0.08,0.08,0.0
158,yellow,0.09,flat,0.5,0.5,0.5,0.09,0.09,0.0
159,yellow,0.1,flat,0.5,0.5,0.5,0.1,0.1,0.0
160,yellow,0.11,flat,0.5,0.5,0.5,0.11,0.11,0.0
161,yellow,0.12,flat,0.5,0.5,0.5,0.12,0.12,0.0
162,yellow,0.13,flat,0.5,0.5,0.5,0.13,0.13,0.0
163,yellow,0.14,flat,0.5,0.5,0.5,0.14,0.14,0.0
164,yellow,0.15,flat,0.5,0.5,0.5,0.15,0.15,0.0
165,yellow,0.16,flat,0.5,0.5,0.5,0.16,0.16,0.0
166,yellow,0.17,flat,0.5,0.5,0.5,0.17,0.17,0.0
167,yellow,0.18,flat,0.5,0.5,0.5,0.18,0.18,0.0
168,yellow,0.19,flat,0.5,0.5,0.5,0.19,0.19,0.0
169,yellow,0.2,flat,0.5,0.5,0.5,0.2,0.2,0.0
170,yellow,0.21,flat,0.5,0.5,0.5,0.21,0.21,0.0
171,yellow,0.22,flat,0.5,0.5,0.5,0.22,0.22,0.0
172,yellow,0.23,flat,0.5,0.5,0.5,0.23,0.23,0.0
173,yellow,0.24,flat,0.5,0.5,0.5,0.24,0.24,0.0
174,yellow,0.25,flat,0.5,0.5,0.5,0.25,0.25,0.0
175,yellow,0.26,flat,0.5,0.5,0.5,0.26,0.26,0.0
176,yellow,0.27,flat,0.5,0.5,0.5,0.27,0.27,0.0
177,yellow,0.28,flat,0.5,0.5,0.5,0.28,0.28,0.0
178,yellow,0.29,flat,0.5,0.5,0.5,0.29,0.29,0.0
179,yellow,0.3,flat,0.5,0.5,0.5,0.3,0.3,0.0
180,yellow,0.31,flat,0.5,0.5,0.5,0.31,0.31,0.0
181,yellow,0.32,flat,0.5,0.5,0.5,0.32,0.32,0.0
182,yellow,0.33,flat,0.5,0.5,0.5,0.33,0.33,0.0
183,yellow,0.34,flat,0.5,0.5,0.5,0.34,0.34,0.0
184,yellow,0.35000000000000003,flat,0.5,0.5,0.5,0.35000000000000003,0.35000000000000003,0.0
185,yellow,0.36,flat,0.5,0.5,0.5,0.36,0.36,0.0
186,yellow,0.37,flat,0.5,0.5,0.5,0.37,0.37,0.0
187,yellow,0.38,flat,0.5,0.5,0.5,0.38,0.38,0.0
188,yellow,0.39,flat,0.5,0.5,0.5,0.39,0.39,0.0
189,yellow,0.4,flat,0.5,0.5,0.5,0.4,0.4,0.0
190,yellow,0.41000000000000003,flat,0.5,0.5,0.5,0.41000000000000003,0.41000000000000003,0.0
191,yellow,0.42,flat,0.5,0.5,0.5,0.42,0.42,0.0
192,yellow,0.43,flat,0.5,0.5,0.5,0.43,0.43,0.0
193,yellow,0.44,flat,0.5,0.5,0.5,0.44,0.44,0.0
194,yellow,0.45,flat,0.5,0.5,0.5,0.45,0.45,0.0
195,yellow,0.46,flat,0.5,0.5,0.5,0.46,0.46,0.0
196,yellow,0.47000000000000003,flat,0.5,0.5,0.5,0.47000000000000003,0.47000000000000003,0.0
197,yellow,0.48,flat,0.5,0.5,0.5,0.48,0.48,0.0
198,yellow,0.49,flat,0.5,0.5,0.5,0.49,0.49,0.0
199,yellow,0.5,flat,0.5,0.5,0.5,0.5,0.5,0.0
200,yellow,0.51,flat,0.5,0.5,0.5,0.51,0.51,0.0
201,yellow,0.52,flat,0.5,0.5,0.5,0.52,0.52,0.0
202,yellow,0.53,flat,0.5,0.5,0.5,0.53,0.53,0.0
203,yellow,0.54,flat,0.5,0.5,0.5,0.54,0.54,0.0
204,yellow,0.55,flat,0.5,0.5,0.5,0.55,0.55,0.0
205,yellow,0.56,flat,0.5,0.5,0.5,0.56,0.56,0.0
206,yellow,0.5700000000000001,flat,0.5,0.5,0.5,0.5700000000000001,0.5700000000000001,0.0
207,yellow,0.58,flat,0.5,0.5,0.5,0.58,0.58,0.0
208,yellow,0.59,flat,0.5,0.5,0.5,0.59,0.59,0.0
209,yellow,0.6,flat,0.5,0.5,0.5,0.6,0.6,0.0
210,yellow,0.61,flat,0.5,0.5,0.5,0.61,0.61,0.0
211,yellow,0.62,flat,0.5,0.5,0.5,0.62,0.62,0.0
212,yellow,0.63,flat,0.5,0.5,0.5,0.63,0.63,0.0
213,yellow,0.64,flat,0.5,0.5,0.5,0.64,0.64,0.0
214,yellow,0.65,flat,0.5,0.5,0.5,0.65,0.65,0.0
215,yellow,0.66,flat,0.5,0.5,0.5,0.66,0.66,0.0
216,yellow,0.67,flat,0.5,0.5,0.5,0.67,0.67,0.0
217,yellow,0.68,flat,0.5,0.5,0.5,0.68,0.68,0.0
218,yellow,0.6900000000000001,flat,0.5,0.5,0.5,0.6900000000000001,0.6900000000000001,0.0
219,yellow,0.7000000000000001,flat,0.5,0.5,0.5,0.7000000000000001,0.7000000000000001,0.0
220,yellow,0.71,flat,0.5,0.5,0.5,0.71,0.71,0.0
221,yellow,0.72,flat,0.5,0.5,0.5,0.72,0.72,0.0
222,yellow,0.73,flat,0.5,0.5,0.5,0.73,0.73,0.0
223,yellow,0.74,flat,0.5,0.5,0.5,0.74,0.74,0.0
224,yellow,0.75,flat,0.5,0.5,0.5,0.75,0.75,0.0
225,yellow,0.76,flat,0.5,0.5,0.5,0.76,0.76,0.0
226,yellow,0.77,flat,0.5,0.5,0.5,0.77,0.77,0.0
227,yellow,0.78,flat,0.5,0.5,0.5,0.78,0.78,0.0
228,yellow,0.79,flat,0.5,0.5,0.5,0.79,0.79,0.0
229,yellow,0.8,flat,0.5,0.5,0.5,0.8,0.8,0.0
230,yellow,0.81,flat,0.5,0.5,0.5,0.81,0.81,0.0
231,yellow,0.8200000000000001,flat,0.5,0.5,0.5,0.8200000000000001,0.8200000000000001,0.0
232,yellow,0.8300000000000001,flat,0.5,0.5,0.5,0.8300000000000001,0.8300000000000001,0.0
233,yellow,0.84,flat,0.5,0.5,0.5,0.84,0.84,0.0
234,yellow,0.85,flat,0.5,0.5,0.5,0.85,0.85,0.0
235,yellow,0.86,flat,0.5,0.5,0.5,0.86,0.86,0.0
236,yellow,0.87,flat,0.5,0.5,0.5,0.87,0.87,0.0
237,yellow,0.88,flat,0.5,0.5,0.5,0.88,0.88,0.0
238,yellow,0.89,flat,0.5,0.5,0.5,0.89,0.89,0.0
239,yellow,0.9,flat,0.5,0.5,0.5,0.9,0.9,0.0
240,yellow,0.91,flat,0.5,0.5,0.5,0.91,0.91,0.0
241,yellow,0.92,flat,0.5,0.5,0.5,0.92,0.92,0.0
242,yellow,0.93,flat,0.5,0.5,0.5,0.93,0.93,0.0
243,yellow,0.9400000000000001,flat,0.5,0.5,0.5,0.9400000000000001,0.9400000000000001,0.0
244,yellow,0.9500000000000001,flat,0.5,0.5,0.5,0.9500000000000001,0.9500000000000001,0.0
245,yellow,0.96,flat,0.5,0.5,0.5,0.96,0.96,0.0
246,yellow,0.97,flat,0.5,0.5,0.5,0.97,0.97,0.0
247,yellow,0.98,flat,0.5,0.5,0.5,0.98,0.98,0.0
248,yellow,0.99,flat,0.5,0.5,0.5,0.99,0.99,0.0
249,yellow,1.0,flat,0.5,0.5,0.5,1.0,1.0,0.0
250,white,0.01,flat,0.5,0.5,0.5,0.01,0.01,0.01
251,white,0.02,flat,0.5,0.5,0.5,0.02,0.02,0.02
252,white,0.03,flat,0.5,0.5,0.5,0.03,0.03,0.03
253,white,0.04,flat,0.5,0.5,0.5,0.04,0.04,0.04
254,white,0.05,flat,0.5,0.5,0.5,0.05,0.05,0.05
255,white,0.06,flat,0.5,0.5,0.5,0.06,0.06,0.06
256,white,0.07,flat,0.5,0.5,0.5,0.07,0.07,0.07
257,white,0.08,flat,0.5,0.5,0.5,0.08,0.08,0.08
258,white,0.09,flat,0.5,0.5,0.5,0.09,0.09,0.09
259,white,0.1,flat,0.5,0.5,0.5,0.1,0.1,0.1
260,white,0.11,flat,0.5,0.5,0.5,0.11,0.11,0.11
261,white,0.12,flat,0.5,0.5,0.5,0.12,0.12,0.12
262,white,0.13,flat,0.5,0.5,0.5,0.13,0.13,0.13
263,white,0.14,flat,0.5,0.5,0.5,0.14,0.14,0.14
264,white,0.15,flat,0.5,0.5,0.5,0.15,0.15,0.15
265,white,0.16,flat,0.5,0.5,0.5,0.16,0.16,0.16
266,white,0.17,flat,0.5,0.5,0.5,0.17,0.17,0.17
267,white,0.18,flat,0.5,0.5,0.5,0.18,0.18,0.18
268,white,0.19,flat,0.5,0.5,0.5,0.19,0.19,0.19
269,white,0.2,flat,0.5,0.5,0.5,0.2,0.2,0.2
270,white,0.21,flat,0.5,0.5,0.5,0.21,0.21,0.21
271,white,0.22,flat,0.5,0.5,0.5,0.22,0.22,0.22
272,white,0.23,flat,0.5,0.5,0.5,0.23,0.23,0.23
273,white,0.24,flat,0.5,0.5,0.5,0.24,0.24,0.24
274,white,0.25,flat,0.5,0.5,0.5,0.25,0.25,0.25
275,white,0.26,flat,0.5,0.5,0.5,0.26,0.26,0.26
276,white,0.27,flat,0.5,0.5,0.5,0.27,0.27,0.27
277,white,0.28,flat,0.5,0.5,0.5,0.28,0.28,0.28
278,white,0.29,flat,0.5,0.5,0.5,0.29,0.29,0.29
279,white,0.3,flat,0.5,0.5,0.5,0.3,0.3,0.3
280,white,0.31,flat,0.5,0.5,0.5,0.31,0.31,0.31
281,white,0.32,flat,0.5,0.5,0.5,0.32,0.32,0.32
282,white,0.33,flat,0.5,0.5,0.5,0.33,0.33,0.33
283,white,0.34,flat,0.5,0.5,0.5,0.34,0.34,0.34
284,white,0.35000000000000003,flat,0.5,0.5,0.5,0.35000000000000003,0.35000000000000003,0.35000000000000003
285,white,0.36,flat,0.5,0.5,0.5,0.36,0.36,0.36
286,white,0.37,flat,0.5,0.5,0.5,0.37,0.37,0.37
287,white,0.38,flat,0.5,0.5,0.5,0.38,0.38,0.38
288,white,0.39,flat,0.5,0.5,0.5,0.39,0.39,0.39
289,white,0.4,flat,0.5,0.5,0.5,0.4,0.4,0.4
290,white,0.41000000000000003,flat,0.5,0.5,0.5,0.41000000000000003,0.41000000000000003,0.41000000000000003
291,white,0.42,flat,0.5,0.5,0.5,0.42,0.42,0.42
292,white,0.43,flat,0.5,0.5,0.5,0.43,0.43,0.43
293,white,0.44,flat,0.5,0.5,0.5,0.44,0.44,0.44
294,white,0.45,flat,0.5,0.5,0.5,0.45,0.45,0.45
295,white,0.46,flat,0.5,0.5,0.5,0.46,0.46,0.46
296,white,0.47000000000000003,flat,0.5,0.5,0.5,0.47000000000000003,0.47000000000000003,0.47000000000000003
297,white,0.48,flat,0.5,0.5,0.5,0.48,0.48,0.48
298,white,0.49,flat,0.5,0.5,0.5,0.49,0.49,0.49
299,white,0.5,flat,0.5,0.5,0.5,0.5,0.5,0.5
300,white,0.51,flat,0.5,0.5,0.5,0.51,0.51,0.51
301,white,0.52,flat,0.5,0.5,0.5,0.52,0.52,0.52
302,white,0.53,flat,0.5,0.5,0.5,0.53,0.53,0.53
303,white,0.54,flat,0.5,0.5,0.5,0.54,0.54,0.54
304,white,0.55,flat,0.5,0.5,0.5,0.55,0.55,0.55
305,white,0.56,flat,0.5,0.5,0.5,0.56,0.56,0.56
306,white,0.5700000000000001,flat,0.5,0.5,0.5,0.5700000000000001,0.5700000000000001,0.5700000000000001
307,white,0.58,flat,0.5,0.5,0.5,0.58,0.58,0.58
308,white,0.59,flat,0.5,0.5,0.5,0.59,0.59,0.59
309,white,0.6,flat,0.5,0.5,0.5,0.6,0.6,0.6
310,white,0.61,flat,0.5,0.5,0.5,0.61,0.61,0.61
311,white,0.62,flat,0.5,0.5,0.5,0.62,0.62,0.62
312,white,0.63,flat,0.5,0.5,0.5,0.63,0.63,0.63
313,white,0.64,flat,0.5,0.5,0.5,0.64,0.64,0.64
314,white,0.65,flat,0.5,0.5,0.5,0.65,0.65,0.65
315,white,0.66,flat,0.5,0.5,0.5,0.66,0.66,0.66
316,white,0.67,flat,0.5,0.5,0.5,0.67,0.67,0.67
317,white,0.68,flat,0.5,0.5,0.5,0.68,0.68,0.68
318,white,0.6900000000000001,flat,0.5,0.5,0.5,0.6900000000000001,0.6900000000000001,0.6900000000000001
319,white,0.7000000000000001,flat,0.5,0.5,0.5,0.7000000000000001,0.7000000000000001,0.7000000000000001
320,white,0.71,flat,0.5,0.5,0.5,0.71,0.71,0.71
321,white,0.72,flat,0.5,0.5,0.5,0.72,0.72,0.72
322,white,0.73,flat,0.5,0.5,0.5,0.73,0.73,0.73
323,white,0.74,flat,0.5,0.5,0.5,0.74,0.74,0.74
324,white,0.75,flat,0.5,0.5,0.5,0.75,0.75,0.75
325,white,0.76,flat,0.5,0.5,0.5,0.76,0.76,0.76
326,white,0.77,flat,0.5,0.5,0.5,0.77,0.77,0.77
327,white,0.78,flat,0.5,0.5,0.5,0.78,0.78,0.78
328,white,0.79,flat,0.5,0.5,0.5,0.79,0.79,0.79
329,white,0.8,flat,0.5,0.5,0.5,0.8,0.8,0.8
330,white,0.81,flat,0.5,0.5,0.5,0.81,0.81,0.81
331,white,0.8200000000000001,flat,0.5,0.5,0.5,0.8200000000000001,0.8200000000000001,0.8200000000000001
332,white,0.8300000000000001,flat,0.5,0.5,0.5,0.8300000000000001,0.8300000000000001,0.8300000000000001
333,white,0.84,flat,0.5,0.5,0.5,0.84,0.84,0.84
334,white,0.85,flat,0.5,0.5,0.5,0.85,0.85,0.85
335,white,0.86,flat,0.5,0.5,0.5,0.86,0.86,0.86
336,white,0.87,flat,0.5,0.5,0.5,0.87,0.87,0.87
337,white,0.88,flat,0.5,0.5,0.5,0.88,0.88,0.88
338,white,0.89,flat,0.5,0.5,0.5,0.89,0.89,0.89
339,white,0.9,flat,0.5,0.5,0.5,0.9,0.9,0.9
340,white,0.91,flat,0.5,0.5,0.5,0.91,0.91,0.91
341,white,0.92,flat,0.5,0.5,0.5,0.92,0.92,0.92
342,white,0.93,flat,0.5,0.5,0.5,0.93,0.93,0.93
343,white,0.9400000000000001,flat,0.5,0.5,0.5,0.9400000000000001,0.9400000000000001,0.9400000000000001
344,white,0.9500000000000001,flat,0.5,0.5,0.5,0.9500000000000001,0.9500000000000001,0.9500000000000001
345,white,0.96,flat,0.5,0.5,0.5,0.96,0.96,0.96
346,white,0.97,flat,0.5,0.5,0.5,0.97,0.97,0.97
347,white,0.98,flat,0.5,0.5,0.5,0.98,0.98,0.98
348,white,0.99,flat,0.5,0.5,0.5,0.99,0.99,0.99
349,white,1.0,flat,0.5,0.5,0.5,1.0,1.0,1.0
