stim_id,hue,intensity,kind,bg_r,bg_g,bg_b,center_r,center_g,center_b
28,green,0.45,flat,0.5,0.5,0.5,0.0,0.45,0.0
29,green,0.5,flat,0.5,0.5,0.5,0.0,0.5,0.0
30,green,0.55,flat,0.5,0.5,0.5,0.0,0.55,0.0
31,green,0.6000000000000001,flat,0.5,0.5,0.5,0.0,0.6000000000000001,0.0
32,green,0.65,flat,0.5,0.5,0.5,0.0,0.65,0.0
33,green,0.7000000000000001,flat,0.5,0.5,0.5,0.0,0.7000000000000001,0.0
34,green,0.75,flat,0.5,0.5,0.5,0.0,0.75,0.0
35,green,0.8,flat,0.5,0.5,0.5,0.0,0.8,0.0
36,green,0.8500000000000001,flat,0.5,0.5,0.5,0.0,0.8500000000000001,0.0
37,green,0.9,flat,0.5,0.5,0.5,0.0,0.9,0.0
38,green,0.9500000000000001,flat,0.5,0.5,0.5,0.0,0.9500000000000001,0.0
39,green,1.0,flat,0.5,0.5,0.5,0.0,1.0,0.0
40,blue,0.05,flat,0.5,0.5,0.5,0.0,0.0,0.05
41,blue,0.1,flat,0.5,0.5,0.5,0.0,0.0,0.1
42,blue,0.15000000000000002,flat,0.5,0.5,0.5,0.0,0.0,0.15000000000000002
43,blue,0.2,flat,0.5,0.5,0.5,0.0,0.0,0.2
44,blue,0.25,flat,0.5,0.5,0.5,0.0,0.0,0.25
45,blue,0.30000000000000004,flat,0.5,0.5,0.5,0.0,0.0,0.30000000000000004
46,blue,0.35000000000000003,flat,0.5,0.5,0.5,0.0,0.0,0.35000000000000003
47,blue,0.4,flat,0.5,0.5,0.5,0.0,0.0,0.4
48,blue,0.45,flat,0.5,0.5,0.5,0.0,0.0,0.45
49,blue,0.5,flat,0.5,0.5,0.5,0.0,0.0,0.5
50,blue,0.55,flat,0.5,0.5,0.5,0.0,0.0,0.55
51,blue,0.6000000000000001,flat,0.5,0.5,0.5,0.0,0.0,0.6000000000000001
52,blue,0.65,flat,0.5,0.5,0.5,0.0,0.0,0.65
53,blue,0.7000000000000001,flat,0.5,0.5,0.5,0.0,0.0,0.7000000000000001
54,blue,0.75,flat,0.5,0.5,0.5,0.0,0.0,0.75
55,blue,0.8,flat,0.5,0.5,0.5,0.0,0.0,0.8
56,blue,0.8500000000000001,flat,0.5,0.5,0.5,0.0,0.0,0.8500000000000001
57,blue,0.9,flat,0.5,0.5,0.5,0.0,0.0,0.9
58,blue,0.9500000000000001,flat,0.5,0.5,0.5,0.0,0.0,0.9500000000000001
59,blue,1.0,flat,0.5,0.5,0.5,0.0,0.0,1.0
60,yellow,0.01,flat,0.5,0.5,0.5,0.01,0.01,0.0
61,yellow,0.02,flat,0.5,0.5,0.5,0.02,0.02,0.0
62,yellow,0.03,flat,0.5,0.5,0.5,0.03,0.03,0.0
63,yellow,0.04,flat,0.5,0.5,0.5,0.04,0.04,0.0
64,yellow,0.05,flat,0.5,0.5,0.5,0.05,0.05,0.0
65,yellow,0.06,flat,0.5,0.5,0.5,0.06,0.06,0.0
66,yellow,0.07,flat,0.5,0.5,0.5,0.07,0.07,0.0
67,yellow,0.08,flat,0.5,0.5,0.5,0.08,0.08,0.0
68,yellow,0.09,flat,0.5,0.5,0.5,0.09,0.09,0.0
69,yellow,0.1,flat,0.5,0.5,0.5,0.1,0.1,0.0
70,yellow,0.11,flat,0.5,0.5,0.5,0.11,0.11,0.0
71,yellow,0.12,flat,0.5,0.5,0.5,0.12,0.12,0.0
72,yellow,0.13,flat,0.5,0.5,0.5,0.13,0.13,0.0
73,yellow,0.14,flat,0.5,0.5,0.5,0.14,0.14,0.0
74,yellow,0.15,flat,0.5,0.5,0.5,0.15,0.15,0.0
75,yellow,0.16,flat,0.5,0.5,0.5,0.16,0.16,0.0
76,yellow,0.17,flat,0.5,0.5,0.5,0.17,0.17,0.0
77,yellow,0.18,flat,0.5,0.5,0.5,0.18,0.18,0.0
78,yellow,0.19,flat,0.5,0.5,0.5,0.19,0.19,0.0
79,yellow,0.2,flat,0.5,0.5,0.5,0.2,0.2,0.0
80,yellow,0.21,flat,0.5,0.5,0.5,0.21,0.21,0.0
81,yellow,0.22,flat,0.5,0.5,0.5,0.22,0.22,0.0
82,yellow,0.23,flat,0.5,0.5,0.5,0.23,0.23,0.0
83,yellow,0.24,flat,0.5,0.5,0.5,0.24,0.24,0.0
84,yellow,0.25,flat,0.5,0.5,0.5,0.25,0.25,0.0
85,yellow,0.26,flat,0.5,0.5,0.5,0.26,0.26,0.0
86,yellow,0.27,flat,0.5,0.5,0.5,0.27,0.27,0.0
87,yellow,0.28,flat,0.5,0.5,0.5,0.28,0.28,0.0
88,yellow,0.29,flat,0.5,0.5,0.5,0.29,0.29,0.0
89,yellow,0.3,flat,0.5,0.5,0.5,0.3,0.3,0.0
90,yellow,0.31,flat,0.5,0.5,0.5,0.31,0.31,0.0
91,yellow,0.32,flat,0.5,0.5,0.5,0.32,0.32,0.0
92,yellow,0.33,flat,0.5,0.5,0.5,0.33,0.33,0.0
93,yellow,0.34,flat,0.5,0.5,0.5,0.34,0.34,0.0
94,yellow,0.35000000000000003,flat,0.5,0.5,0.5,0.35000000000000003,0.35000000000000003,0.0
95,yellow,0.36,flat,0.5,0.5,0.5,0.36,0.36,0.0
96,yellow,0.37,flat,0.5,0.5,0.5,0.37,0.37,0.0
97,yellow,0.38,flat,0.5,0.5,0.5,0.38,0.38,0.0
98,yellow,0.39,flat,0.5,0.5,0.5,0.39,0.39,0.0
99,yellow,0.4,flat,0.5,0.5,0.5,0.4,0.4,0.0
100,yellow,0.41000000000000003,flat,0.5,0.5,0.5,0.41000000000000003,0.41000000000000003,0.0
101,yellow,0.42,flat,0.5,0.5,0.5,0.42,0.42,0.0
102,yellow,0.43,flat,0.5,0.5,0.5,0.43,0.43,0.0
103,yellow,0.44,flat,0.5,0.5,0.5,0.44,0.44,0.0
104,yellow,0.45,flat,0.5,0.5,0.5,0.45,0.45,0.0
105,yellow,0.46,flat,0.5,0.5,0.5,0.46,0.46,0.0
106,yellow,0.47000000000000003,flat,0.5,0.5,0.5,0.47000000000000003,0.47000000000000003,0.0
107,yellow,0.48,flat,0.5,0.5,0.5,0.48,0.48,0.0
108,yellow,0.49,flat,0.5,0.5,0.5,0.49,0.49,0.0
109,yellow,0.5,flat,0.5,0.5,0.5,0.5,0.5,0.0
110,yellow,0.51,flat,0.5,0.5,0.5,0.51,0.51,0.0
111,yellow,0.52,flat,0.5,0.5,0.5,0.52,0.52,0.0
112,yellow,0.53,flat,0.5,0.5,0.5,0.53,0.53,0.0
113,yellow,0.54,flat,0.5,0.5,0.5,0.54,0.54,0.0
114,yellow,0.55,flat,0.5,0.5,0.5,0.55,0.55,0.0
115,yellow,0.56,flat,0.5,0.5,0.5,0.56,0.56,0.0
116,yellow,0.5700000000000001,flat,0.5,0.5,0.5,0.5700000000000001,0.5700000000000001,0.0
117,yellow,0.58,flat,0.5,0.5,0.5,0.58,0.58,0.0
118,yellow,0.59,flat,0.5,0.5,0.5,0.59,0.59,0.0
119,yellow,0.6,flat,0.5,0.5,0.5,0.6,0.6,0.0
120,yellow,0.61,flat,0.5,0.5,0.5,0.61,0.61,0.0
121,yellow,0.62,flat,0.5,0.5,0.5,0.62,0.62,0.0
122,yellow,0.63,flat,0.5,0.5,0.5,0.63,0.63,0.0
123,yellow,0.64,flat,0.5,0.5,0.5,0.64,0.64,0.0
124,yellow,0.65,flat,0.5,0.5,0.5,0.65,0.65,0.0
125,yellow,0.66,flat,0.5,0.5,0.5,0.66,0.66,0.0
126,yellow,0.67,flat,0.5,0.5,0.5,0.67,0.67,0.0
127,yellow,0.68,flat,0.5,0.5,0.5,0.68,0.68,0.0
128,yellow,0.6900000000000001,flat,0.5,0.5,0.5,0.6900000000000001,0.6900000000000001,0.0
129,yellow,0.7000000000000001,flat,0.5,0.5,0.5,0.7000000000000001,0.7000000000000001,0.0
130,yellow,0.71,flat,0.5,0.5,0.5,0.71,0.71,0.0
131,yellow,0.72,flat,0.5,0.5,0.5,0.72,0.72,0.0
132,yellow,0.73,flat,0.5,0.5,0.5,0.73,0.73,0.0
133,yellow,0.74,flat,0.5,0.5,0.5,0.74,0.74,0.0
134,yellow,0.75,flat,0.5,0.5,0.5,0.75,0.75,0.0
135,yellow,0.76,flat,0.5,0.5,0.5,0.76,0.76,0.0
136,yellow,0.77,flat,0.5,0.5,0.5,0.77,0.77,0.0
137,yellow,0.78,flat,0.5,0.5,0.5,0.78,0.78,0.0
138,yellow,0.79,flat,0.5,0.5,0.5,0.79,0.79,0.0
139,yellow,0.8,flat,0.5,0.5,0.5,0.8,0.8,0.0
140,yellow,0.81,flat,0.5,0.5,0.5,0.81,0.81,0.0
141,yellow,0.8200000000000001,flat,0.5,0.5,0.5,0.8200000000000001,0.8200000000000001,0.0
142,yellow,0.8300000000000001,flat,0.5,0.5,0.5,0.8300000000000001,0.8300000000000001,0.0
143,yellow,0.84,flat,0.5,0.5,0.5,0.84,0.84,0.0
144,yellow,0.85,flat,0.5,0.5,0.5,0.85,0.85,0.0
145,yellow,0.86,flat,0.5,0.5,0.5,0.86,0.86,0.0
146,yellow,0.87,flat,0.5,0.5,0.5,0.87,0.87,0.0
147,yellow,0.88,flat,0.5,0.5,0.5,0.88,0.88,0.0
148,yellow,0.89,flat,0.5,0.5,0.5,0.89,0.89,0.0
149,yellow,0.9,flat,0.5,0.5,0.5,0.9,0.9,0.0
150,yellow,0.91,flat,0.5,0.5,0.5,0.91,0.91,0.0
151,yellow,0.92,flat,0.5,0.5,0.5,0.92,0.92,0.0
152,yellow,0.93,flat,0.5,0.5,0.5,0.93,0.93,0.0
153,yellow,0.9400000000000001,flat,0.5,0.5,0.5,0.9400000000000001,0.9400000000000001,0.0
154,yellow,0.9500000000000001,flat,0.5,0.5,0.5,0.9500000000000001,0.9500000000000001,0.0
155,yellow,0.96,flat,0.5,0.5,0.5,0.96,0.96,0.0
156,yellow,0.97,flat,0.5,0.5,0.5,0.97,0.97,0.0
157,yellow,0.98,flat,0.5,0.5,0.5,0.98,0.98,0.0
158,yellow,0.99,flat,0.5,0.5,0.5,0.99,0.99,0.0
159,yellow,1.0,flat,0.5,0.5,0.5,1.0,1.0,0.0
160,white,0.01,flat,0.5,0.5,0.5,0.01,0.01,0.01
161,white,0.02,flat,0.5,0.5,0.5,0.02,0.02,0.02
162,white,0.03,flat,0.5,0.5,0.5,0.03,0.03,0.03
163,white,0.04,flat,0.5,0.5,0.5,0.04,0.04,0.04
164,white,0.05,flat,0.5,0.5,0.5,0.05,0.05,0.05
165,white,0.06,flat,0.5,0.5,0.5,0.06,0.06,0.06
166,white,0.07,flat,0.5,0.5,0.5,0.07,0.07,0.07
167,white,0.08,flat,0.5,0.5,0.5,0.08,0.08,0.08
168,white,0.09,flat,0.5,0.5,0.5,0.09,0.09,0.09
169,white,0.1,flat,0.5,0.5,0.5,0.1,0.1,0.1
170,white,0.11,flat,0.5,0.5,0.5,0.11,0.11,0.11
171,white,0.12,flat,0.5,0.5,0.5,0.12,0.12,0.12
172,white,0.13,flat,0.5,0.5,0.5,0.13,0.13,0.13
173,white,0.14,flat,0.5,0.5,0.5,0.14,0.14,0.14
174,white,0.15,flat,0.5,0.5,0.5,0.15,0.15,0.15
175,white,0.16,flat,0.5,0.5,0.5,0.16,0.16,0.16
176,white,0.17,flat,0.5,0.5,0.5,0.17,0.17,0.17
177,white,0.18,flat,0.5,0.5,0.5,0.18,0.18,0.18
178,white,0.19,flat,0.5,0.5,0.5,0.19,0.19,0.19
179,white,0.2,flat,0.5,0.5,0.5,0.2,0.2,0.2
180,white,0.21,flat,0.5,0.5,0.5,0.21,0.21,0.21
181,white,0.22,flat,0.5,0.5,0.5,0.22,0.22,0.22
182,white,0.23,flat,0.5,0.5,0.5,0.23,0.23,0.23
183,white,0.24,flat,0.5,0.5,0.5,0.24,0.24,0.24
184,white,0.25,flat,0.5,0.5,0.5,0.25,0.25,0.25
185,white,0.26,flat,0.5,0.5,0.5,0.26,0.26,0.26
186,white,0.27,flat,0.5,0.5,0.5,0.27,0.27,0.27
187,white,0.28,flat,0.5,0.5,0.5,0.28,0.28,0.28
188,white,0.29,flat,0.5,0.5,0.5,0.29,0.29,0.29
189,white,0.3,flat,0.5,0.5,0.5,0.3,0.3,0.3
190,white,0.31,flat,0.5,0.5,0.5,0.31,0.31,0.31
191,white,0.32,flat,0.5,0.5,0.5,0.32,0.32,0.32
192,white,0.33,flat,0.5,0.5,0.5,0.33,0.33,0.33
193,white,0.34,flat,0.5,0.5,0.5,0.34,0.34,0.34
194,white,0.35000000000000003,flat,0.5,0.5,0.5,0.35000000000000003,0.35000000000000003,0.35000000000000003
195,white,0.36,flat,0.5,0.5,0.5,0.36,0.36,0.36
196,white,0.37,flat,0.5,0.5,0.5,0.37,0.37,0.37
197,white,0.38,flat,0.5,0.5,0.5,0.38,0.38,0.38
198,white,0.39,flat,0.5,0.5,0.5,0.39,0.39,0.39
199,white,0.4,flat,0.5,0.5,0.5,0.4,0.4,0.4
200,white,0.41000000000000003,flat,0.5,0.5,0.5,0.41000000000000003,0.41000000000000003,0.41000000000000003
201,white,0.42,flat,0.5,0.5,0.5,0.42,0.42,0.42
202,white,0.43,flat,0.5,0.5,0.5,0.43,0.43,0.43
203,white,0.44,flat,0.5,0.5,0.5,0.44,0.44,0.44
204,white,0.45,flat,0.5,0.5,0.5,0.45,0.45,0.45
205,white,0.46,flat,0.5,0.5,0.5,0.46,0.46,0.46
206,white,0.47000000000000003,flat,0.5,0.5,0.5,0.47000000000000003,0.47000000000000003,0.47000000000000003
207,white,0.48,flat,0.5,0.5,0.5,0.48,0.48,0.48
208,white,0.49,flat,0.5,0.5,0.5,0.49,0.49,0.49
209,white,0.5,flat,0.5,0.5,0.5,0.5,0.5,0.5
210,white,0.51,flat,0.5,0.5,0.5,0.51,0.51,0.51
211,white,0.52,flat,0.5,0.5,0.5,0.52,0.52,0.52
212,white,0.53,flat,0.5,0.5,0.5,0.53,0.53,0.53
213,white,0.54,flat,0.5,0.5,0.5,0.54,0.54,0.54
214,white,0.55,flat,0.5,0.5,0.5,0.55,0.55,0.55
215,white,0.56,flat,0.5,0.5,0.5,0.56,0.56,0.56
216,white,0.5700000000000001,flat,0.5,0.5,0.5,0.5700000000000001,0.5700000000000001,0.5700000000000001
217,white,0.58,flat,0.5,0.5,0.5,0.58,0.58,0.58
218,white,0.59,flat,0.5,0.5,0.5,0.59,0.59,0.59
219,white,0.6,flat,0.5,0.5,0.5,0.6,0.6,0.6
220,white,0.61,flat,0.5,0.5,0.5,0.61,0.61,0.61
221,white,0.62,flat,0.5,0.5,0.5,0.62,0.62,0.62
222,white,0.63,flat,0.5,0.5,0.5,0.63,0.63,0.63
223,white,0.64,flat,0.5,0.5,0.5,0.64,0.64,0.64
224,white,0.65,flat,0.5,0.5,0.5,0.65,0.65,0.65
225,white,0.66,flat,0.5,0.5,0.5,0.66,0.66,0.66
226,white,0.67,flat,0.5,0.5,0.5,0.67,0.67,0.67
227,white,0.68,flat,0.5,0.5,0.5,0.68,0.68,0.68
228,white,0.6900000000000001,flat,0.5,0.5,0.5,0.6900000000000001,0.6900000000000001,0.6900000000000001
229,white,0.7000000000000001,flat,0.5,0.5,0.5,0.7000000000000001,0.7000000000000001,0.7000000000000001
230,white,0.71,flat,0.5,0.5,0.5,0.71,0.71,0.71
231,white,0.72,flat,0.5,0.5,0.5,0.72,0.72,0.72
232,white,0.73,flat,0.5,0.5,0.5,0.73,0.73,0.73
233,white,0.74,flat,0.5,0.5,0.5,0.74,0.74,0.74
234,white,0.75,flat,0.5,0.5,0.5,0.75,0.75,0.75
235,white,0.76,flat,0.5,0.5,0.5,0.76,0.76,0.76
236,white,0.77,flat,0.5,0.5,0.5,0.77,0.77,0.77
237,white,0.78,flat,0.5,0.5,0.5,0.78,0.78,0.78
238,white,0.79,flat,0.5,0.5,0.5,0.79,0.79,0.79
239,white,0.8,flat,0.5,0.5,0.5,0.8,0.8,0.8
240,white,0.81,flat,0.5,0.5,0.5,0.81,0.81,0.81
241,white,0.8200000000000001,flat,0.5,0.5,0.5,0.8200000000000001,0.8200000000000001,0.8200000000000001
242,white,0.8300000000000001,flat,0.5,0.5,0.5,0.8300000000000001,0.8300000000000001,0.8300000000000001
243,white,0.84,flat,0.5,0.5,0.5,0.84,0.84,0.84
244,white,0.85,flat,0.5,0.5,0.5,0.85,0.85,0.85
245,white,0.86,flat,0.5,0.5,0.5,0.86,0.86,0.86
246,white,0.87,flat,0.5,0.5,0.5,0.87,0.87,0.87
247,white,0.88,flat,0.5,0.5,0.5,0.88,0.88,0.88
248,white,0.89,flat,0.5,0.5,0.5,0.89,0.89,0.89
249,white,0.9,flat,0.5,0.5,0.5,0.9,0.9,0.9
250,white,0.91,flat,0.5,0.5,0.5,0.91,0.91,0.91
251,white,0.92,flat,0.5,0.5,0.5,0.92,0.92,0.92
252,white,0.93,flat,0.5,0.5,0.5,0.93,0.93,0.93
253,white,0.9400000000000001,flat,0.5,0.5,0.5,0.9400000000000001,0.9400000000000001,0.9400000000000001
254,white,0.9500000000000001,flat,0.5,0.5,0.5,0.9500000000000001,0.9500000000000001,0.9500000000000001
255,white,0.96,flat,0.5,0.5,0.5,0.96,0.96,0.96
256,white,0.97,flat,0.5,0.5,0.5,0.97,0.97,0.97
257,white,0.98,flat,0.5,0.5,0.5,0.98,0.98,0.98
258,white,0.99,flat,0.5,0.5,0.5,0.99,0.99,0.99
259,white,1.0,flat,0.5,0.5,0.5,1.0,1.0,1.0
