input,output,obj_code,bg_code,tint_idx,dE_pre,dE_post,scale_applied,RENORM_Y,L0,BACKGROUND_MODE
apple3_n17_s190_rot-41_dx+06_dy-01.png,apple3_n17_s190_rot-41_dx+06_dy-01__obj[5RP-3-6]__bg[5B-4-2]__tint11.png,5RP 3/6,5B 4/2,11,28.01454697626067,33.73803311587158,1.0,False,80.0,full
apple3_n18_s135_rot+30_dx-03_dy-02.png,apple3_n18_s135_rot+30_dx-03_dy-02__obj[7.5B-2-2]__bg[7.5P-9-2]__tint00.png,7.5B 2/2,7.5P 9/2,0,67.73260997699526,67.73226596226911,1.0,False,80.0,full
apple3_n19_s192_rot+50_dx+09_dy+03.png,apple3_n19_s192_rot+50_dx+09_dy+03__obj[10B-4-2]__bg[10YR-5-8]__tint16.png,10B 4/2,10YR 5/8,16,34.20303629787878,39.719974144252795,1.0,False,80.0,full
apple3_n20_s138_rot+42_dx+03_dy+02.png,apple3_n20_s138_rot+42_dx+03_dy+02__obj[10B-4-8]__bg[7.5BG-2-4]__tint04.png,10B 4/8,7.5BG 2/4,4,21.62845176938528,21.637967714267994,1.0,False,80.0,full
baby1_n01_s158_rot-12_dx-13_dy-06.png,baby1_n01_s158_rot-12_dx-13_dy-06__obj[10P-6-10]__bg[2.5P-9-6]__tint04.png,10P 6/10,2.5P 9/6,4,24.395110452171124,24.870602200614524,0.7179526470713499,False,80.0,full
baby1_n02_s133_rot+14_dx-07_dy-04.png,baby1_n02_s133_rot+14_dx-07_dy-04__obj[5YR-6-2]__bg[10PB-9-6]__tint00.png,5YR 6/2,10PB 9/6,0,30.787380486903476,30.78765435913463,0.7668761710780192,False,80.0,full
baby1_n03_s168_rot+52_dx-01_dy-05.png,baby1_n03_s168_rot+52_dx-01_dy-05__obj[5BG-5-8]__bg[7.5P-7-8]__tint15.png,5BG 5/8,7.5P 7/8,15,45.635319519869974,58.623349543589306,1.0,False,80.0,full
baby1_n04_s158_rot-28_dx-03_dy-04.png,baby1_n04_s158_rot-28_dx-03_dy-04__obj[7.5YR-6-8]__bg[5G-4-4]__tint02.png,7.5YR 6/8,5G 4/4,2,39.179999688504886,37.12038833017619,1.0,False,80.0,full
baby1_n05_s186_rot-22_dx+11_dy+05.png,baby1_n05_s186_rot-22_dx+11_dy+05__obj[7.5PB-2-6]__bg[2.5GY-7-4]__tint06.png,7.5PB 2/6,2.5GY 7/4,6,63.57283233803008,62.15793295861935,1.0,False,80.0,full
baby1_n06_s186_rot+15_dx+08_dy+06.png,baby1_n06_s186_rot+15_dx+08_dy+06__obj[7.5BG-5-6]__bg[5P-7-4]__tint04.png,7.5BG 5/6,5P 7/4,4,37.199788644765505,33.84383541922594,1.0,False,80.0,full
baby1_n07_s155_rot+01_dx-03_dy+04.png,baby1_n07_s155_rot+01_dx-03_dy+04__obj[7.5RP-9-4]__bg[10RP-9-10]__tint00.png,7.5RP 9/4,10RP 9/10,0,12.497261529339852,12.497402161112264,0.5952810192887246,False,80.0,full
baby1_n08_s136_rot+46_dx+04_dy+06.png,baby1_n08_s136_rot+46_dx+04_dy+06__obj[7.5YR-7-4]__bg[7.5BG-2-8]__tint06.png,7.5YR 7/4,7.5BG 2/8,6,60.39606220382625,54.52871497929807,1.0,False,80.0,full
baby1_n09_s166_rot+13_dx-08_dy-12.png,baby1_n09_s166_rot+13_dx-08_dy-12__obj[2.5G-9-2]__bg[2.5P-5-2]__tint08.png,2.5G 9/2,2.5P 5/2,8,36.42764874645251,35.26577333380841,1.0,False,80.0,full
baby1_n10_s129_rot+20_dx+09_dy-04.png,baby1_n10_s129_rot+20_dx+09_dy-04__obj[7.5G-8-6]__bg[2.5BG-6-10]__tint13.png,7.5G 8/6,2.5BG 6/10,13,17.172336675788742,22.50440889350293,1.0,False,80.0,full
baby1_n11_s141_rot+53_dx+03_dy+03.png,baby1_n11_s141_rot+53_dx+03_dy+03__obj[2.5YR-6-10]__bg[7.5B-3-8]__tint01.png,2.5YR 6/10,7.5B 3/8,1,55.5683139417736,57.9048484133963,1.0,False,80.0,full
baby1_n12_s141_rot+29_dx-01_dy+05.png,baby1_n12_s141_rot+29_dx-01_dy+05__obj[5B-2-6]__bg[5PB-5-8]__tint12.png,5B 2/6,5PB 5/8,12,27.88327075853018,26.600836524604475,1.0,False,80.0,full
baby1_n13_s154_rot+26_dx-04_dy-04.png,baby1_n13_s154_rot+26_dx-04_dy-04__obj[2.5YR-6-8]__bg[7.5B-2-10]__tint13.png,2.5YR 6/8,7.5B 2/10,13,58.992751966103526,75.31401554700543,1.0,False,80.0,full
baby1_n14_s161_rot+01_dx+05_dy-03.png,baby1_n14_s161_rot+01_dx+05_dy-03__obj[10Y-9-10]__bg[2.5G-4-4]__tint03.png,10Y 9/10,2.5G 4/4,3,48.04789055663824,48.057580447593544,1.0,False,80.0,full
baby1_n15_s134_rot-49_dx-01_dy+08.png,baby1_n15_s134_rot-49_dx-01_dy+08__obj[10P-5-10]__bg[10YR-8-2]__tint00.png,10P 5/10,10YR 8/2,0,35.74993002197192,35.75164420267244,1.0,False,80.0,full
baby1_n16_s128_rot-20_dx+05_dy-01.png,baby1_n16_s128_rot-20_dx+05_dy-01__obj[2.5G-7-8]__bg[7.5G-4-10]__tint13.png,2.5G 7/8,7.5G 4/10,13,29.63197458631948,34.615987269098135,1.0,False,80.0,full
baby1_n17_s148_rot+29_dx-09_dy+04.png,baby1_n17_s148_rot+29_dx-09_dy+04__obj[5R-3-2]__bg[5YR-9-4]__tint11.png,5R 3/2,5YR 9/4,11,53.45727966505474,53.854748491501915,0.7771085193778025,False,80.0,full
baby1_n18_s129_rot-47_dx-05_dy-13.png,baby1_n18_s129_rot-47_dx-05_dy-13__obj[2.5G-4-8]__bg[10R-6-2]__tint12.png,2.5G 4/8,10R 6/2,12,43.88322428991327,38.572633109066466,1.0,False,80.0,full
baby1_n19_s147_rot+05_dx-11_dy-06.png,baby1_n19_s147_rot+05_dx-11_dy-06__obj[5G-3-10]__bg[2.5RP-3-10]__tint08.png,5G 3/10,2.5RP 3/10,8,50.69865937701877,47.51719664704778,1.0,False,80.0,full
baby1_n20_s146_rot-08_dx-02_dy+03.png,baby1_n20_s146_rot-08_dx-02_dy+03__obj[5B-3-8]__bg[5GY-9-6]__tint08.png,5B 3/8,5GY 9/6,8,68.51007872109321,67.90758281204532,1.0,False,80.0,full
baby2_n01_s133_rot+48_dx+00_dy+06.png,baby2_n01_s133_rot+48_dx+00_dy+06__obj[7.5R-7-4]__bg[7.5PB-3-6]__tint07.png,7.5R 7/4,7.5PB 3/6,7,46.55827321107968,48.660393798183044,1.0,False,80.0,full
baby2_n02_s141_rot-18_dx+07_dy-07.png,baby2_n02_s141_rot-18_dx+07_dy-07__obj[5R-3-6]__bg[5G-8-6]__tint05.png,5R 3/6,5G 8/6,5,67.05636359016405,63.715516954791205,1.0,False,80.0,full
baby2_n03_s147_rot+51_dx+03_dy+05.png,baby2_n03_s147_rot+51_dx+03_dy+05__obj[5BG-9-6]__bg[7.5YR-8-2]__tint02.png,5BG 9/6,7.5YR 8/2,2,33.99422504720466,27.696737199641873,1.0,False,80.0,full
baby2_n04_s150_rot+46_dx+00_dy-03.png,baby2_n04_s150_rot+46_dx+00_dy-03__obj[2.5YR-7-8]__bg[10GY-6-8]__tint10.png,2.5YR 7/8,10GY 6/8,10,45.307958761812024,33.01539303344514,1.0,False,80.0,full
baby2_n05_s170_rot+34_dx-04_dy-07.png,baby2_n05_s170_rot+34_dx-04_dy-07__obj[2.5BG-9-8]__bg[10PB-3-10]__tint05.png,2.5BG 9/8,10PB 3/10,5,65.4828479148465,63.40811475689005,1.0,False,80.0,full
baby2_n06_s159_rot-28_dx+10_dy+08.png,baby2_n06_s159_rot-28_dx+10_dy+08__obj[10G-6-8]__bg[2.5BG-2-2]__tint05.png,10G 6/8,2.5BG 2/2,5,40.51123495439359,40.15808917262434,1.0,False,80.0,full
baby2_n07_s132_rot+43_dx+02_dy-05.png,baby2_n07_s132_rot+43_dx+02_dy-05__obj[10P-6-10]__bg[10Y-6-6]__tint07.png,10P 6/10,10Y 6/6,7,53.29078788912674,49.77810842883256,1.0,False,80.0,full
baby2_n08_s186_rot-18_dx+09_dy-09.png,baby2_n08_s186_rot-18_dx+09_dy-09__obj[10YR-3-2]__bg[5P-9-6]__tint14.png,10YR 3/2,5P 9/6,14,58.14125985396751,59.18490808052419,0.832755874280701,False,80.0,full
baby2_n09_s156_rot-57_dx-03_dy+05.png,baby2_n09_s156_rot-57_dx-03_dy+05__obj[2.5YR-6-2]__bg[10PB-5-6]__tint12.png,2.5YR 6/2,10PB 5/6,12,21.759788249538573,19.251884086535213,1.0,False,80.0,full
baby2_n10_s136_rot+56_dx-04_dy-05.png,baby2_n10_s136_rot+56_dx-04_dy-05__obj[5RP-6-2]__bg[10R-5-2]__tint08.png,5RP 6/2,10R 5/2,8,10.996555088085115,11.410972318020937,1.0,False,80.0,full
baby2_n11_s179_rot+22_dx-06_dy+11.png,baby2_n11_s179_rot+22_dx-06_dy+11__obj[2.5Y-9-8]__bg[7.5BG-7-6]__tint15.png,2.5Y 9/8,7.5BG 7/6,15,39.48584805907397,39.236445090982194,0.7349309710137514,False,80.0,full
baby2_n12_s131_rot-46_dx+06_dy+13.png,baby2_n12_s131_rot-46_dx+06_dy+13__obj[10R-6-8]__bg[7.5R-4-4]__tint08.png,10R 6/8,7.5R 4/4,8,22.567953512375258,22.455355807941515,1.0,False,80.0,full
baby2_n13_s161_rot-55_dx-06_dy+08.png,baby2_n13_s161_rot-55_dx-06_dy+08__obj[10GY-8-2]__bg[2.5GY-7-6]__tint00.png,10GY 8/2,2.5GY 7/6,0,18.198977643716518,18.198322963748655,1.0,False,80.0,full
baby2_n14_s168_rot-08_dx+11_dy+10.png,baby2_n14_s168_rot-08_dx+11_dy+10__obj[7.5R-9-6]__bg[5P-6-4]__tint16.png,7.5R 9/6,5P 6/4,16,29.327243062107886,26.537539316010307,0.949126553471577,False,80.0,full
baby2_n15_s152_rot-29_dx+12_dy+00.png,baby2_n15_s152_rot-29_dx+12_dy+00__obj[10YR-8-8]__bg[5P-6-8]__tint09.png,10YR 8/8,5P 6/8,9,47.33235092283299,43.35031435190977,0.7663115325572678,False,80.0,full
baby2_n16_s153_rot-16_dx-02_dy-03.png,baby2_n16_s153_rot-16_dx-02_dy-03__obj[10R-3-6]__bg[7.5P-8-2]__tint03.png,10R 3/6,7.5P 8/2,3,51.09987650221506,49.85220608295305,1.0,False,80.0,full
baby2_n17_s170_rot+15_dx+08_dy+08.png,baby2_n17_s170_rot+15_dx+08_dy+08__obj[5Y-5-6]__bg[5YR-6-4]__tint05.png,5Y 5/6,5YR 6/4,5,19.964106384137246,20.976247714551594,1.0,False,80.0,full
baby2_n18_s166_rot+01_dx-05_dy+10.png,baby2_n18_s166_rot+01_dx-05_dy+10__obj[10BG-5-6]__bg[10PB-3-2]__tint06.png,10BG 5/6,10PB 3/2,6,33.83180669404171,29.879745023696326,1.0,False,80.0,full
baby2_n19_s165_rot+07_dx-03_dy-05.png,baby2_n19_s165_rot+07_dx-03_dy-05__obj[7.5R-4-4]__bg[10GY-7-6]__tint01.png,7.5R 4/4,10GY 7/6,1,48.95918237416712,48.35419936873832,1.0,False,80.0,full
baby2_n20_s176_rot+21_dx-10_dy-09.png,baby2_n20_s176_rot+21_dx-10_dy-09__obj[7.5P-9-10]__bg[7.5G-2-4]__tint10.png,7.5P 9/10,7.5G 2/4,10,73.20332072931274,71.29561259004953,0.7293751697542734,False,80.0,full
baby3_n01_s166_rot-11_dx-04_dy+12.png,baby3_n01_s166_rot-11_dx-04_dy+12__obj[2.5BG-6-4]__bg[10BG-5-10]__tint00.png,2.5BG 6/4,10BG 5/10,0,16.81441388863617,16.814587106595432,1.0,False,80.0,full
baby3_n02_s154_rot-08_dx-06_dy-08.png,baby3_n02_s154_rot-08_dx-06_dy-08__obj[10RP-2-8]__bg[10B-3-10]__tint06.png,10RP 2/8,10B 3/10,6,44.5634594834497,41.935690481221734,1.0,False,80.0,full
baby3_n03_s187_rot-07_dx-11_dy-01.png,baby3_n03_s187_rot-07_dx-11_dy-01__obj[5B-7-8]__bg[5RP-4-8]__tint04.png,5B 7/8,5RP 4/8,4,58.29279823239396,56.654987589602925,1.0,False,80.0,full
baby3_n04_s149_rot+19_dx-03_dy-05.png,baby3_n04_s149_rot+19_dx-03_dy-05__obj[2.5BG-9-4]__bg[10PB-8-10]__tint09.png,2.5BG 9/4,10PB 8/10,9,29.849026650488202,14.6774865035987,0.7373165875729261,False,80.0,full
baby3_n05_s170_rot-49_dx+01_dy+14.png,baby3_n05_s170_rot-49_dx+01_dy+14__obj[7.5GY-8-10]__bg[7.5B-5-8]__tint03.png,7.5GY 8/10,7.5B 5/8,3,55.14952159663385,53.23248560693516,1.0,False,80.0,full
