stim_id,hue,intensity,kind,bg_r,bg_g,bg_b,center_r,center_g,center_b
44,red,0.9,flat,0.5,0.5,0.5,0.9,0.0,0.0
45,red,0.92,flat,0.5,0.5,0.5,0.92,0.0,0.0
46,red,0.9400000000000001,flat,0.5,0.5,0.5,0.9400000000000001,0.0,0.0
47,red,0.96,flat,0.5,0.5,0.5,0.96,0.0,0.0
48,red,0.98,flat,0.5,0.5,0.5,0.98,0.0,0.0
49,red,1.0,flat,0.5,0.5,0.5,1.0,0.0,0.0
50,green,0.02,flat,0.5,0.5,0.5,0.0,0.02,0.0
51,green,0.04,flat,0.5,0.5,0.5,0.0,0.04,0.0
52,green,0.06,flat,0.5,0.5,0.5,0.0,0.06,0.0
53,green,0.08,flat,0.5,0.5,0.5,0.0,0.08,0.0
54,green,0.1,flat,0.5,0.5,0.5,0.0,0.1,0.0
55,green,0.12,flat,0.5,0.5,0.5,0.0,0.12,0.0
56,green,0.14,flat,0.5,0.5,0.5,0.0,0.14,0.0
57,green,0.16,flat,0.5,0.5,0.5,0.0,0.16,0.0
58,green,0.18,flat,0.5,0.5,0.5,0.0,0.18,0.0
59,green,0.2,flat,0.5,0.5,0.5,0.0,0.2,0.0
60,green,0.22,flat,0.5,0.5,0.5,0.0,0.22,0.0
61,green,0.24,flat,0.5,0.5,0.5,0.0,0.24,0.0
62,green,0.26,flat,0.5,0.5,0.5,0.0,0.26,0.0
63,green,0.28,flat,0.5,0.5,0.5,0.0,0.28,0.0
64,green,0.3,flat,0.5,0.5,0.5,0.0,0.3,0.0
65,green,0.32,flat,0.5,0.5,0.5,0.0,0.32,0.0
66,green,0.34,flat,0.5,0.5,0.5,0.0,0.34,0.0
67,green,0.36,flat,0.5,0.5,0.5,0.0,0.36,0.0
68,green,0.38,flat,0.5,0.5,0.5,0.0,0.38,0.0
69,green,0.4,flat,0.5,0.5,0.5,0.0,0.4,0.0
70,green,0.42,flat,0.5,0.5,0.5,0.0,0.42,0.0
71,green,0.44,flat,0.5,0.5,0.5,0.0,0.44,0.0
72,green,0.46,flat,0.5,0.5,0.5,0.0,0.46,0.0
73,green,0.48,flat,0.5,0.5,0.5,0.0,0.48,0.0
74,green,0.5,flat,0.5,0.5,0.5,0.0,0.5,0.0
75,green,0.52,flat,0.5,0.5,0.5,0.0,0.52,0.0
76,green,0.54,flat,0.5,0.5,0.5,0.0,0.54,0.0
77,green,0.56,flat,0.5,0.5,0.5,0.0,0.56,0.0
78,green,0.58,flat,0.5,0.5,0.5,0.0,0.58,0.0
79,green,0.6,flat,0.5,0.5,0.5,0.0,0.6,0.0
80,green,0.62,flat,0.5,0.5,0.5,0.0,0.62,0.0
81,green,0.64,flat,0.5,0.5,0.5,0.0,0.64,0.0
82,green,0.66,flat,0.5,0.5,0.5,0.0,0.66,0.0
83,green,0.68,flat,0.5,0.5,0.5,0.0,0.68,0.0
84,green,0.7000000000000001,flat,0.5,0.5,0.5,0.0,0.7000000000000001,0.0
85,green,0.72,flat,0.5,0.5,0.5,0.0,0.72,0.0
86,green,0.74,flat,0.5,0.5,0.5,0.0,0.74,0.0
87,green,0.76,flat,0.5,0.5,0.5,0.0,0.76,0.0
88,green,0.78,flat,0.5,0.5,0.5,0.0,0.78,0.0
89,green,0.8,flat,0.5,0.5,0.5,0.0,0.8,0.0
90,green,0.8200000000000001,flat,0.5,0.5,0.5,0.0,0.8200000000000001,0.0
91,green,0.84,flat,0.5,0.5,0.5,0.0,0.84,0.0
92,green,0.86,flat,0.5,0.5,0.5,0.0,0.86,0.0
93,green,0.88,flat,0.5,0.5,0.5,0.0,0.88,0.0
94,green,0.9,flat,0.5,0.5,0.5,0.0,0.9,0.0
95,green,0.92,flat,0.5,0.5,0.5,0.0,0.92,0.0
96,green,0.9400000000000001,flat,0.5,0.5,0.5,0.0,0.9400000000000001,0.0
97,green,0.96,flat,0.5,0.5,0.5,0.0,0.96,0.0
98,green,0.98,flat,0.5,0.5,0.5,0.0,0.98,0.0
99,green,1.0,flat,0.5,0.5,0.5,0.0,1.0,0.0
100,blue,0.02,flat,0.5,0.5,0.5,0.0,0.0,0.02
101,blue,0.04,flat,0.5,0.5,0.5,0.0,0.0,0.04
102,blue,0.06,flat,0.5,0.5,0.5,0.0,0.0,0.06
103,blue,0.08,flat,0.5,0.5,0.5,0.0,0.0,0.08
104,blue,0.1,flat,0.5,0.5,0.5,0.0,0.0,0.1
105,blue,0.12,flat,0.5,0.5,0.5,0.0,0.0,0.12
106,blue,0.14,flat,0.5,0.5,0.5,0.0,0.0,0.14
107,blue,0.16,flat,0.5,0.5,0.5,0.0,0.0,0.16
108,blue,0.18,flat,0.5,0.5,0.5,0.0,0.0,0.18
109,blue,0.2,flat,0.5,0.5,0.5,0.0,0.0,0.2
110,blue,0.22,flat,0.5,0.5,0.5,0.0,0.0,0.22
111,blue,0.24,flat,0.5,0.5,0.5,0.0,0.0,0.24
112,blue,0.26,flat,0.5,0.5,0.5,0.0,0.0,0.26
113,blue,0.28,flat,0.5,0.5,0.5,0.0,0.0,0.28
114,blue,0.3,flat,0.5,0.5,0.5,0.0,0.0,0.3
115,blue,0.32,flat,0.5,0.5,0.5,0.0,0.0,0.32
116,blue,0.34,flat,0.5,0.5,0.5,0.0,0.0,0.34
117,blue,0.36,flat,0.5,0.5,0.5,0.0,0.0,0.36
118,blue,0.38,flat,0.5,0.5,0.5,0.0,0.0,0.38
119,blue,0.4,flat,0.5,0.5,0.5,0.0,0.0,0.4
120,blue,0.42,flat,0.5,0.5,0.5,0.0,0.0,0.42
121,blue,0.44,flat,0.5,0.5,0.5,0.0,0.0,0.44
122,blue,0.46,flat,0.5,0.5,0.5,0.0,0.0,0.46
123,blue,0.48,flat,0.5,0.5,0.5,0.0,0.0,0.48
124,blue,0.5,flat,0.5,0.5,0.5,0.0,0.0,0.5
125,blue,0.52,flat,0.5,0.5,0.5,0.0,0.0,0.52
126,blue,0.54,flat,0.5,0.5,0.5,0.0,0.0,0.54
127,blue,0.56,flat,0.5,0.5,0.5,0.0,0.0,0.56
128,blue,0.58,flat,0.5,0.5,0.5,0.0,0.0,0.58
129,blue,0.6,flat,0.5,0.5,0.5,0.0,0.0,0.6
130,blue,0.62,flat,0.5,0.5,0.5,0.0,0.0,0.62
131,blue,0.64,flat,0.5,0.5,0.5,0.0,0.0,0.64
132,blue,0.66,flat,0.5,0.5,0.5,0.0,0.0,0.66
133,blue,0.68,flat,0.5,0.5,0.5,0.0,0.0,0.68
134,blue,0.7000000000000001,flat,0.5,0.5,0.5,0.0,0.0,0.7000000000000001
135,blue,0.72,flat,0.5,0.5,0.5,0.0,0.0,0.72
136,blue,0.74,flat,0.5,0.5,0.5,0.0,0.0,0.74
137,blue,0.76,flat,0.5,0.5,0.5,0.0,0.0,0.76
138,blue,0.78,flat,0.5,0.5,0.5,0.0,0.0,0.78
139,blue,0.8,flat,0.5,0.5,0.5,0.0,0.0,0.8
140,blue,0.8200000000000001,flat,0.5,0.5,0.5,0.0,0.0,0.8200000000000001
141,blue,0.84,flat,0.5,0.5,0.5,0.0,0.0,0.84
142,blue,0.86,flat,0.5,0.5,0.5,0.0,0.0,0.86
143,blue,0.88,flat,0.5,0.5,0.5,0.0,0.0,0.88
144,blue,0.9,flat,0.5,0.5,0.5,0.0,0.0,0.9
145,blue,0.92,flat,0.5,0.5,0.5,0.0,0.0,0.92
146,blue,0.9400000000000001,flat,0.5,0.5,0.5,0.0,0.0,0.9400000000000001
147,blue,0.96,flat,0.5,0.5,0.5,0.0,0.0,0.96
148,blue,0.98,flat,0.5,0.5,0.5,0.0,0.0,0.98
149,blue,1.0,flat,0.5,0.5,0.5,0.0,0.0,1.0
150,yellow,0.02,flat,0.5,0.5,0.5,0.02,0.02,0.0
151,yellow,0.04,flat,0.5,0.5,0.5,0.04,0.04,0.0
152,yellow,0.06,flat,0.5,0.5,0.5,0.06,0.06,0.0
153,yellow,0.08,flat,0.5,0.5,0.5,0.08,0.08,0.0
154,yellow,0.1,flat,0.5,0.5,0.5,0.1,0.1,0.0
155,yellow,0.12,flat,0.5,0.5,0.5,0.12,0.12,0.0
156,yellow,0.14,flat,0.5,0.5,0.5,0.14,0.14,0.0
157,yellow,0.16,flat,0.5,0.5,0.5,0.16,0.16,0.0
158,yellow,0.18,flat,0.5,0.5,0.5,0.18,0.18,0.0
159,yellow,0.2,flat,0.5,0.5,0.5,0.2,0.2,0.0
160,yellow,0.22,flat,0.5,0.5,0.5,0.22,0.22,0.0
161,yellow,0.24,flat,0.5,0.5,0.5,0.24,0.24,0.0
162,yellow,0.26,flat,0.5,0.5,0.5,0.26,0.26,0.0
163,yellow,0.28,flat,0.5,0.5,0.5,0.28,0.28,0.0
164,yellow,0.3,flat,0.5,0.5,0.5,0.3,0.3,0.0
165,yellow,0.32,flat,0.5,0.5,0.5,0.32,0.32,0.0
166,yellow,0.34,flat,0.5,0.5,0.5,0.34,0.34,0.0
167,yellow,0.36,flat,0.5,0.5,0.5,0.36,0.36,0.0
168,yellow,0.38,flat,0.5,0.5,0.5,0.38,0.38,0.0
169,yellow,0.4,flat,0.5,0.5,0.5,0.4,0.4,0.0
170,yellow,0.42,flat,0.5,0.5,0.5,0.42,0.42,0.0
171,yellow,0.44,flat,0.5,0.5,0.5,0.44,0.44,0.0
172,yellow,0.46,flat,0.5,0.5,0.5,0.46,0.46,0.0
173,yellow,0.48,flat,0.5,0.5,0.5,0.48,0.48,0.0
174,yellow,0.5,flat,0.5,0.5,0.5,0.5,0.5,0.0
175,yellow,0.52,flat,0.5,0.5,0.5,0.52,0.52,0.0
176,yellow,0.54,flat,0.5,0.5,0.5,0.54,0.54,0.0
177,yellow,0.56,flat,0.5,0.5,0.5,0.56,0.56,0.0
178,yellow,0.58,flat,0.5,0.5,0.5,0.58,0.58,0.0
179,yellow,0.6,flat,0.5,0.5,0.5,0.6,0.6,0.0
180,yellow,0.62,flat,0.5,0.5,0.5,0.62,0.62,0.0
181,yellow,0.64,flat,0.5,0.5,0.5,0.64,0.64,0.0
182,yellow,0.66,flat,0.5,0.5,0.5,0.66,0.66,0.0
183,yellow,0.68,flat,0.5,0.5,0.5,0.68,0.68,0.0
184,yellow,0.7000000000000001,flat,0.5,0.5,0.5,0.7000000000000001,0.7000000000000001,0.0
185,yellow,0.72,flat,0.5,0.5,0.5,0.72,0.72,0.0
186,yellow,0.74,flat,0.5,0.5,0.5,0.74,0.74,0.0
187,yellow,0.76,flat,0.5,0.5,0.5,0.76,0.76,0.0
188,yellow,0.78,flat,0.5,0.5,0.5,0.78,0.78,0.0
189,yellow,0.8,flat,0.5,0.5,0.5,0.8,0.8,0.0
190,yellow,0.8200000000000001,flat,0.5,0.5,0.5,0.8200000000000001,0.8200000000000001,0.0
191,yellow,0.84,flat,0.5,0.5,0.5,0.84,0.84,0.0
192,yellow,0.86,flat,0.5,0.5,0.5,0.86,0.86,0.0
193,yellow,0.88,flat,0.5,0.5,0.5,0.88,0.88,0.0
194,yellow,0.9,flat,0.5,0.5,0.5,0.9,0.9,0.0
195,yellow,0.92,flat,0.5,0.5,0.5,0.92,0.92,0.0
196,yellow,0.9400000000000001,flat,0.5,0.5,0.5,0.9400000000000001,0.9400000000000001,0.0
197,yellow,0.96,flat,0.5,0.5,0.5,0.96,0.96,0.0
198,yellow,0.98,flat,0.5,0.5,0.5,0.98,0.98,0.0
199,yellow,1.0,flat,0.5,0.5,0.5,1.0,1.0,0.0
200,white,0.02,flat,0.5,0.5,0.5,0.02,0.02,0.02
201,white,0.04,flat,0.5,0.5,0.5,0.04,0.04,0.04
202,white,0.06,flat,0.5,0.5,0.5,0.06,0.06,0.06
203,white,0.08,flat,0.5,0.5,0.5,0.08,0.08,0.08
204,white,0.1,flat,0.5,0.5,0.5,0.1,0.1,0.1
205,white,0.12,flat,0.5,0.5,0.5,0.12,0.12,0.12
206,white,0.14,flat,0.5,0.5,0.5,0.14,0.14,0.14
207,white,0.16,flat,0.5,0.5,0.5,0.16,0.16,0.16
208,white,0.18,flat,0.5,0.5,0.5,0.18,0.18,0.18
209,white,0.2,flat,0.5,0.5,0.5,0.2,0.2,0.2
210,white,0.22,flat,0.5,0.5,0.5,0.22,0.22,0.22
211,white,0.24,flat,0.5,0.5,0.5,0.24,0.24,0.24
212,white,0.26,flat,0.5,0.5,0.5,0.26,0.26,0.26
213,white,0.28,flat,0.5,0.5,0.5,0.28,0.28,0.28
214,white,0.3,flat,0.5,0.5,0.5,0.3,0.3,0.3
215,white,0.32,flat,0.5,0.5,0.5,0.32,0.32,0.32
216,white,0.34,flat,0.5,0.5,0.5,0.34,0.34,0.34
217,white,0.36,flat,0.5,0.5,0.5,0.36,0.36,0.36
218,white,0.38,flat,0.5,0.5,0.5,0.38,0.38,0.38
219,white,0.4,flat,0.5,0.5,0.5,0.4,0.4,0.4
220,white,0.42,flat,0.5,0.5,0.5,0.42,0.42,0.42
221,white,0.44,flat,0.5,0.5,0.5,0.44,0.44,0.44
222,white,0.46,flat,0.5,0.5,0.5,0.46,0.46,0.46
223,white,0.48,flat,0.5,0.5,0.5,0.48,0.48,0.48
224,white,0.5,flat,0.5,0.5,0.5,0.5,0.5,0.5
225,white,0.52,flat,0.5,0.5,0.5,0.52,0.52,0.52
226,white,0.54,flat,0.5,0.5,0.5,0.54,0.54,0.54
227,white,0.56,flat,0.5,0.5,0.5,0.56,0.56,0.56
228,white,0.58,flat,0.5,0.5,0.5,0.58,0.58,0.58
229,white,0.6,flat,0.5,0.5,0.5,0.6,0.6,0.6
230,white,0.62,flat,0.5,0.5,0.5,0.62,0.62,0.62
231,white,0.64,flat,0.5,0.5,0.5,0.64,0.64,0.64
232,white,0.66,flat,0.5,0.5,0.5,0.66,0.66,0.66
233,white,0.68,flat,0.5,0.5,0.5,0.68,0.68,0.68
234,white,0.7000000000000001,flat,0.5,0.5,0.5,0.7000000000000001,0.7000000000000001,0.7000000000000001
235,white,0.72,flat,0.5,0.5,0.5,0.72,0.72,0.72
236,white,0.74,flat,0.5,0.5,0.5,0.74,0.74,0.74
237,white,0.76,flat,0.5,0.5,0.5,0.76,0.76,0.76
238,white,0.78,flat,0.5,0.5,0.5,0.78,0.78,0.78
239,white,0.8,flat,0.5,0.5,0.5,0.8,0.8,0.8
240,white,0.8200000000000001,flat,0.5,0.5,0.5,0.8200000000000001,0.8200000000000001,0.8200000000000001
241,white,0.84,flat,0.5,0.5,0.5,0.84,0.84,0.84
242,white,0.86,flat,0.5,0.5,0.5,0.86,0.86,0.86
243,white,0.88,flat,0.5,0.5,0.5,0.88,0.88,0.88
244,white,0.9,flat,0.5,0.5,0.5,0.9,0.9,0.9
245,white,0.92,flat,0.5,0.5,0.5,0.92,0.92,0.92
246,white,0.9400000000000001,flat,0.5,0.5,0.5,0.9400000000000001,0.9400000000000001,0.9400000000000001
247,white,0.96,flat,0.5,0.5,0.5,0.96,0.96,0.96
248,white,0.98,flat,0.5,0.5,0.5,0.98,0.98,0.98
249,white,1.0,flat,0.5,0.5,0.5,1.0,1.0,1.0
